time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-27T08:57:48.527Z,59.0073,158.9654,14.87,4.7,mb,,94,4.241,0.66,us,us70006rh8,2019-12-27T09:24:56.040Z,"58km WSW of Palana, Russia",earthquake,9.6,5,0.046,144,reviewed,us,us
2019-12-27T08:34:00.986Z,2.889,127.343,75.39,4.5,mb,,100,2.103,0.66,us,us70006rgu,2019-12-27T08:55:31.040Z,"148km NNW of Tobelo, Indonesia",earthquake,7.7,8.6,0.099,30,reviewed,us,us
2019-12-27T07:02:27.851Z,38.274,39.0472,10,4.9,mww,,59,1.673,0.81,us,us70006rg4,2019-12-27T07:17:25.397Z,"4km S of Doganyol, Turkey",earthquake,3.4,1.9,0.08,15,reviewed,us,us
2019-12-27T05:10:02.118Z,37.8971,142.7059,10,4.9,mb,,121,3.518,0.64,us,us70006rff,2020-01-02T18:40:38.628Z,"136km ESE of Ishinomaki, Japan",earthquake,6.4,1.9,0.062,83,reviewed,us,us
2019-12-27T04:53:47.232Z,-50.327,130.5338,10,5,mb,,129,16.649,1.09,us,us70006rf7,2019-12-27T05:09:18.040Z,"Western Indian-Antarctic Ridge",earthquake,13,1.9,0.107,28,reviewed,us,us
2019-12-27T03:20:39.655Z,3.4555,-73.9805,10,4.6,mb,,92,1.421,1.22,us,us70006rer,2019-12-27T03:40:19.040Z,"8km SSE of Lejanias, Colombia",earthquake,6.5,1.9,0.058,89,reviewed,us,us
2019-12-27T02:26:23.517Z,26.1399,128.4121,10,4.5,mb,,76,0.704,0.9,us,us70006xmz,2020-01-11T01:34:51.040Z,"58km ESE of Haebaru, Japan",earthquake,2.8,1.9,0.128,18,reviewed,us,us
2019-12-27T01:53:16.004Z,28.885,51.3613,38.28,5.1,mb,,73,5.838,0.9,us,us70006rec,2019-12-30T14:02:25.488Z,"44km SSE of Borazjan, Iran",earthquake,7.6,6.7,0.046,153,reviewed,us,us
2019-12-27T01:37:46.587Z,16.7917,-61.0227,35.02,4.8,mb,,103,0.478,1.02,us,us70006re9,2019-12-27T03:21:55.553Z,"54km N of Grande Anse, Guadeloupe",earthquake,6.6,7.4,0.042,176,reviewed,us,us
2019-12-26T21:24:57.189Z,14.3764,123.7268,49,4.5,mb,,132,2.719,0.84,us,us70006xqp,2020-01-11T04:47:59.040Z,"54km N of Garchitorena, Philippines",earthquake,11.5,10.2,0.127,18,reviewed,us,us
2019-12-26T19:24:55.965Z,32.3066,105.2109,10,4.5,mb,,93,4.188,0.64,us,us70006rbi,2019-12-26T22:04:06.040Z,"6km W of Qifo, China",earthquake,7.8,1.8,0.071,58,reviewed,us,us
2019-12-26T19:04:31.504Z,-17.4475,-178.7843,567.81,4.8,mb,,76,3.031,0.72,us,us70006raz,2019-12-26T21:40:00.040Z,"226km ESE of Lambasa, Fiji",earthquake,12.3,6.8,0.028,388,reviewed,us,us
2019-12-26T17:21:42.376Z,58.7872,158.866,15.58,4.9,mb,,108,4.239,0.78,us,us70006r99,2019-12-26T17:40:19.040Z,"73km WSW of Palana, Russia",earthquake,9.4,2.4,0.035,260,reviewed,us,us
2019-12-26T17:13:51.402Z,58.8427,158.7756,16.99,5.4,mww,,87,4.18,0.62,us,us70006r97,2019-12-30T18:06:42.040Z,"74km WSW of Palana, Russia",earthquake,7.9,3.8,0.078,16,reviewed,us,us
2019-12-26T15:15:13.236Z,-55.7473,-27.1713,18.78,5.2,mww,,46,5.558,0.83,us,us70006r89,2019-12-27T15:45:17.040Z,"106km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.1,3.8,0.078,16,reviewed,us,us
2019-12-26T15:14:33.245Z,-55.6399,-27.1756,24.79,4.6,mb,,80,5.535,1.06,us,us70006rkg,2019-12-27T16:12:33.040Z,"118km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.7,5.2,0.098,35,reviewed,us,us
2019-12-26T12:19:52.363Z,11.1734,122.706,38.3,4.9,mb,,86,8.194,0.91,us,us70006r7h,2019-12-27T02:12:46.520Z,"1km SW of Alimono, Philippines",earthquake,8.8,5.4,0.06,108,reviewed,us,us
2019-12-26T10:36:37.457Z,30.982,113.4582,10,5,mb,,54,8.691,0.96,us,us70006r6e,2019-12-28T08:46:43.926Z,"5km S of Tiandian, China",earthquake,9.3,1.9,0.054,109,reviewed,us,us
2019-12-26T09:26:41.426Z,38.7817,141.5243,63.5,4.9,mb,,122,2.671,0.9,us,us70006r5w,2019-12-26T11:26:53.575Z,"36km SSW of Ofunato, Japan",earthquake,8.6,6.8,0.048,136,reviewed,us,us
2019-12-26T09:24:35.995Z,-5.4887,150.8466,121.95,5.2,mb,,40,4.875,0.79,us,us70006r5x,2019-12-26T19:48:47.837Z,"78km E of Kimbe, Papua New Guinea",earthquake,5.1,7.1,0.041,201,reviewed,us,us
2019-12-26T07:22:10.378Z,-7.844,106.7599,54.71,4.7,mb,,54,3.728,0.69,us,us70006r59,2019-12-26T07:49:49.040Z,"46km S of Buniasih, Indonesia",earthquake,8.4,2.6,0.078,50,reviewed,us,us
2019-12-26T05:55:32.156Z,58.8214,158.8209,10,4.9,mb,,97,4.208,0.54,us,us70006r4p,2019-12-26T06:18:35.040Z,"73km WSW of Palana, Russia",earthquake,8.1,1.9,0.029,370,reviewed,us,us
2019-12-26T03:48:30.386Z,3.398,-74.0126,10,4.8,mb,,116,1.469,1.13,us,us70006r41,2019-12-26T10:58:40.468Z,"3km ENE of Mesetas, Colombia",earthquake,9.4,1.9,0.031,323,reviewed,us,us
2019-12-26T02:21:35.403Z,-22.0846,173.1524,59.95,5.5,mww,,102,5.308,1.22,us,us70006r3m,2019-12-30T18:15:52.040Z,"118km ENE of Ile Hunter, New Caledonia",earthquake,9.5,6.8,0.08,15,reviewed,us,us
2019-12-26T02:16:56.635Z,-22.0043,173.7065,10,5.1,mb,,123,5.828,1.25,us,us70006r3l,2019-12-26T02:51:17.040Z,"94km WSW of Ceva-i-Ra, Fiji",earthquake,10.2,1.9,0.069,68,reviewed,us,us
2019-12-26T02:06:38.682Z,-22.2079,173.2073,10,5.1,mb,,123,5.345,1.32,us,us70006r3i,2019-12-26T02:27:39.040Z,"121km E of Ile Hunter, New Caledonia",earthquake,11.3,1.9,0.055,106,reviewed,us,us
2019-12-25T21:33:05.420Z,-22.0043,173.6194,10,4.8,mb,,111,5.748,0.96,us,us70006xts,2020-01-12T04:10:13.040Z,"103km WSW of Ceva-i-Ra, Fiji",earthquake,5.7,1.9,0.097,33,reviewed,us,us
2019-12-25T20:38:52.929Z,50.8542,-130.2928,10,4.8,mwr,,167,1.547,1.21,us,us70006r1m,2019-12-26T02:28:42.267Z,"203km W of Port Hardy, Canada",earthquake,9,1.9,0.083,14,reviewed,us,us
2019-12-25T20:20:12.236Z,-25.2639,-116.0112,10,5.8,mww,,197,6.201,1.43,us,us70006r1g,2019-12-30T17:03:08.040Z,"Southern East Pacific Rise",earthquake,15.3,2,0.08,15,reviewed,us,us
2019-12-25T18:34:07.483Z,-22.2188,172.4837,10,4.9,mww,,96,4.201,1.05,us,us70006r11,2020-01-08T19:08:17.040Z,"48km ENE of Ile Hunter, New Caledonia",earthquake,10.9,1.8,0.078,16,reviewed,us,us
2019-12-25T18:13:57.227Z,-54.235,140.4812,10,4.7,mb,,93,12.197,0.83,us,us70006r0q,2020-01-08T17:52:00.040Z,"West of Macquarie Island",earthquake,8.2,1.9,0.087,47,reviewed,us,us
2019-12-25T18:05:29.094Z,-22.2501,173.3423,10,4.9,mb,,121,4.992,0.96,us,us70006r0p,2019-12-25T18:25:48.040Z,"134km E of Ile Hunter, New Caledonia",earthquake,12.7,1.9,0.085,43,reviewed,us,us
2019-12-25T16:56:17.126Z,4.3226,126.974,10,5.2,mb,,100,3.061,0.63,us,us70006qzx,2019-12-25T17:15:53.040Z,"205km SE of Sarangani, Philippines",earthquake,5.7,1.8,0.07,68,reviewed,us,us
2019-12-25T14:58:10.675Z,-22.0853,173.4511,10,4.7,mb,,120,5.073,1.21,us,us70006qyv,2019-12-27T18:41:20.040Z,"122km WSW of Ceva-i-Ra, Fiji",earthquake,10.2,1.9,0.091,37,reviewed,us,us
2019-12-25T14:15:06.891Z,-22.1171,173.3803,10,5,mww,,120,5.011,1.01,us,us70006qyp,2019-12-27T18:17:14.040Z,"130km WSW of Ceva-i-Ra, Fiji",earthquake,11.1,1.8,0.075,17,reviewed,us,us
2019-12-25T13:00:18.247Z,39.3196,-29.7315,10,4.8,mb,,67,3.646,0.87,us,us70006qyb,2019-12-27T17:54:36.040Z,"120km E of Santa Cruz das Flores, Portugal",earthquake,10,1.9,0.035,257,reviewed,us,us
2019-12-25T12:23:13.899Z,-22.0342,173.7386,16.48,5.2,mww,,121,5.334,0.6,us,us70006qy1,2019-12-25T12:41:32.040Z,"92km WSW of Ceva-i-Ra, Fiji",earthquake,10.3,5.2,0.08,15,reviewed,us,us
2019-12-25T10:50:49.125Z,-21.9881,173.453,44.69,4.5,mb,,126,5.596,0.71,us,us70006qxh,2019-12-25T11:44:58.040Z,"119km WSW of Ceva-i-Ra, Fiji",earthquake,6.8,8.4,0.113,23,reviewed,us,us
2019-12-25T10:25:55.423Z,3.6426,-73.9539,10,4.5,mb,,75,1.249,1.13,us,us70006qwx,2019-12-25T10:49:45.040Z,"15km NNE of Lejanias, Colombia",earthquake,8.5,2,0.08,46,reviewed,us,us
2019-12-25T10:11:43.999Z,-21.9579,173.5649,24.08,5.2,mww,,120,5.167,0.79,us,us70006qwn,2019-12-25T10:29:52.040Z,"107km WSW of Ceva-i-Ra, Fiji",earthquake,9.7,5.4,0.078,16,reviewed,us,us
2019-12-25T08:58:03.078Z,31.4894,140.0333,118.92,5,mb,,92,1.631,1.21,us,us70006qvr,2019-12-25T09:52:35.733Z,"178km S of Hachijo-jima, Japan",earthquake,3.9,6.7,0.028,405,reviewed,us,us
2019-12-25T07:04:18.923Z,23.6437,95.9931,10,4.6,mb,,71,1.655,0.52,us,us70006quh,2019-12-25T07:37:35.040Z,"95km NNW of Mogok, Burma",earthquake,6.6,1.9,0.105,27,reviewed,us,us
2019-12-25T06:53:20.833Z,-22.3417,173.7219,10,4.7,mb,,126,5.353,0.98,us,us70006qut,2019-12-25T07:53:33.040Z,"110km SW of Ceva-i-Ra, Fiji",earthquake,11.9,1.9,0.121,21,reviewed,us,us
2019-12-25T03:45:51.380Z,-21.9499,173.4771,39.89,5.1,mb,,124,5.624,1.15,us,us70006qtd,2019-12-25T04:04:36.040Z,"116km W of Ceva-i-Ra, Fiji",earthquake,10.7,7.9,0.073,60,reviewed,us,us
2019-12-25T03:36:02.511Z,50.5828,-129.9987,10,6.3,mww,,99,1.869,1.04,us,us70006qt7,2020-01-02T09:05:16.736Z,"182km W of Port Hardy, Canada",earthquake,6.5,1.8,0.045,48,reviewed,us,us
2019-12-25T02:11:23.210Z,3.419,-73.9867,10,5,mb,,65,1.455,0.78,us,us70006qsp,2020-01-12T03:17:08.690Z,"7km ENE of Mesetas, Colombia",earthquake,6.4,1.8,0.048,142,reviewed,us,us
2019-12-25T00:56:45.428Z,-1.5156,120.1165,10,4.8,mb,,91,2.692,1.06,us,us70006qsf,2019-12-25T01:22:03.040Z,"60km W of Kasiguncu, Indonesia",earthquake,4.3,1.9,0.135,17,reviewed,us,us
2019-12-25T00:25:01.015Z,3.4684,-73.9681,10,4.5,mb,,82,1.412,0.92,us,us70006qs6,2019-12-25T02:35:56.739Z,"8km SE of Lejanias, Colombia",earthquake,8.8,1.9,0.049,123,reviewed,us,us
2019-12-24T23:55:18.115Z,13.7672,-92.8236,10,4.5,mb,,188,1.328,1.06,us,us70006qrz,2019-12-25T00:17:41.040Z,"106km SW of Ocos, Guatemala",earthquake,10,2,0.045,144,reviewed,us,us
2019-12-24T20:11:15.668Z,3.6656,-73.9345,10,4.5,mb,,85,1.233,0.61,us,us70006qq5,2019-12-25T18:15:21.040Z,"17km SW of San Luis de Cubarral, Colombia",earthquake,6.4,1.5,0.072,56,reviewed,us,us
2019-12-24T19:19:03.270Z,3.4572,-74.0581,10,5.6,mww,,51,1.403,0.67,us,us70006qp1,2019-12-25T19:20:54.488Z,"8km SSW of Lejanias, Colombia",earthquake,7.2,1.8,0.046,46,reviewed,us,us
2019-12-24T19:03:52.404Z,3.5028,-74.0461,11,6,mww,,47,1.361,0.75,us,us70006qnn,2020-01-07T12:15:36.726Z,"3km SW of Lejanias, Colombia",earthquake,7.1,1.7,0.066,22,reviewed,us,us
2019-12-24T18:48:24.477Z,-18.657,-69.2137,134.28,4.9,mww,,67,0.424,0.85,us,us70006qnj,2019-12-25T16:22:53.040Z,"62km SE of Putre, Chile",earthquake,5.3,4.6,0.08,15,reviewed,us,us
2019-12-24T18:37:56.041Z,11.5532,142.6859,51.55,4.9,mb,,117,20.375,0.6,us,us70006qny,2019-12-25T15:07:01.040Z,"287km SW of Merizo Village, Guam",earthquake,11.6,7.9,0.049,132,reviewed,us,us
2019-12-24T16:43:32.751Z,-26.9769,-63.3728,560.58,6,mww,,31,5.141,0.56,us,us70006qk4,2019-12-30T16:32:36.040Z,"15km WNW of El Hoyo, Argentina",earthquake,9.1,3.9,0.052,36,reviewed,us,us
2019-12-24T14:36:54.869Z,43.6008,146.0262,101.07,5,mb,,125,2.536,0.54,us,us70006qjc,2019-12-25T13:49:36.371Z,"47km NE of Nemuro, Japan",earthquake,9.2,6.9,0.031,328,reviewed,us,us
2019-12-24T13:52:45.820Z,-22.6118,-172.9654,10,4.9,mb,,73,8.728,0.48,us,us70006qiw,2019-12-24T15:09:13.040Z,"249km SE of `Ohonua, Tonga",earthquake,10.6,1.9,0.049,132,reviewed,us,us
2019-12-24T13:37:39.178Z,-30.2079,-178.0872,54.9,4.5,mb,,164,0.969,0.54,us,us70006qip,2019-12-24T14:55:40.040Z,"105km S of Raoul Island, New Zealand",earthquake,16.5,14.5,0.131,17,reviewed,us,us
2019-12-24T11:49:34.365Z,-17.2437,-174.1491,169.84,4.8,mb,,103,4.026,1.37,us,us70006qif,2019-12-24T12:08:54.040Z,"149km SSW of Hihifo, Tonga",earthquake,10.2,9.2,0.112,25,reviewed,us,us
2019-12-24T10:06:47.582Z,5.1544,-82.3804,10,4.6,mb,,133,3.628,0.6,us,us70006qhm,2020-01-06T13:18:41.040Z,"South of Panama",earthquake,12.4,1.9,0.046,143,reviewed,us,us
2019-12-24T05:52:56.516Z,7.0933,92.4323,10,5.1,mb,,100,4.543,1,us,us70006qg6,2019-12-31T11:44:42.652Z,"137km SW of Mohean, India",earthquake,8.3,1.9,0.07,66,reviewed,us,us
2019-12-24T03:14:47.387Z,54.4578,159.8324,136.07,4.5,mb,,148,1.599,0.57,us,us70006qel,2019-12-24T03:27:49.040Z,"170km NNE of Yelizovo, Russia",earthquake,13.7,9.9,0.094,33,reviewed,us,us
2019-12-24T00:25:09.970Z,10.8563,-86.4757,35,4.7,mb,,129,1.148,0.92,us,us70006qdf,2019-12-29T23:16:37.161Z,"79km WSW of San Juan del Sur, Nicaragua",earthquake,7.8,2,0.031,318,reviewed,us,us
2019-12-24T00:24:13.258Z,10.8972,-86.4727,35,4.5,mb,,193,1.171,0.79,us,us70006qda,2019-12-26T06:26:09.040Z,"76km WSW of San Juan del Sur, Nicaragua",earthquake,3.4,2,0.066,68,reviewed,us,us
2019-12-23T23:38:28.919Z,50.6958,-129.7736,10,4.9,mwr,,138,1.045,0.76,us,us70006qcr,2020-01-11T02:25:38.127Z,"166km W of Port Hardy, Canada",earthquake,5.5,1.9,0.066,22,reviewed,us,us
2019-12-23T23:09:46.340Z,14.3887,-92.0289,58.97,4.5,mb,,175,0.35,1.11,us,us70006qce,2020-01-11T02:33:09.687Z,"15km NW of Champerico, Guatemala",earthquake,2.6,6,0.044,147,reviewed,us,us
2019-12-23T21:37:40.017Z,55.778,162.1574,15.55,4.7,mb,,128,3.438,0.69,us,us70006qa0,2019-12-23T22:59:43.040Z,"53km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,11.7,4.6,0.042,171,reviewed,us,us
2019-12-23T21:19:41.905Z,-7.3728,130.0773,51.73,4.6,mb,,84,1.353,1.37,us,us70006q9j,2019-12-23T22:29:36.040Z,"150km WNW of Saumlaki, Indonesia",earthquake,7.3,4.9,0.085,41,reviewed,us,us
2019-12-23T20:56:23.602Z,50.53,-129.7364,10,6,mww,,143,1.028,1,us,us70006q96,2020-01-08T00:43:22.813Z,"165km W of Port Hardy, Canada",earthquake,6,1.9,0.038,66,reviewed,us,us
2019-12-23T19:49:42.940Z,50.589,-129.9544,10,6,mww,,141,1.161,1.11,us,us70006q8n,2020-01-08T00:42:18.283Z,"179km W of Port Hardy, Canada",earthquake,6.6,1.8,0.03,106,reviewed,us,us
2019-12-23T19:13:25.046Z,50.5708,-129.819,10,5.7,mww,,142,1.076,0.93,us,us70006q8f,2020-01-08T00:33:36.664Z,"170km W of Port Hardy, Canada",earthquake,2.4,1.9,0.032,92,reviewed,us,us
2019-12-23T17:30:47.476Z,55.8205,162.0199,10,4.6,mb,,147,3.425,0.78,us,us70006q7c,2020-01-08T00:29:19.040Z,"53km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,7.5,1.9,0.064,72,reviewed,us,us
2019-12-23T16:44:13.686Z,50.5466,-129.7652,10,5.2,mww,,147,1.939,0.64,us,us70006q6p,2019-12-24T00:47:00.530Z,"166km W of Port Hardy, Canada",earthquake,7.4,1.9,0.039,62,reviewed,us,us
2019-12-23T16:26:04.268Z,55.8054,162.1587,10,4.6,mb,,137,3.46,0.8,us,us70006q6k,2019-12-23T16:47:02.040Z,"51km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,12.7,1.9,0.077,51,reviewed,us,us
2019-12-23T16:19:06.766Z,55.742,162.2066,12.62,5.4,mb,,83,3.427,0.53,us,us70006q6f,2019-12-24T16:22:21.402Z,"56km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,6.5,3.8,0.024,573,reviewed,us,us
2019-12-23T15:47:56.241Z,13.7525,-92.8208,10,5.8,mww,,73,1.334,0.95,us,us70006q68,2019-12-24T15:50:03.600Z,"107km SW of Ocos, Guatemala",earthquake,7.3,1.8,0.036,73,reviewed,us,us
2019-12-23T12:39:56.804Z,-6.3301,142.6801,10,4.9,mb,,50,5.387,1.15,us,us70006q52,2019-12-23T13:08:13.040Z,"108km W of Mendi, Papua New Guinea",earthquake,8.6,1.9,0.086,42,reviewed,us,us
2019-12-23T11:23:28.867Z,-28.5586,-71.7412,23.15,4.8,mb,,123,0.685,1.55,us,us70006q4h,2019-12-23T12:06:00.040Z,"96km W of Vallenar, Chile",earthquake,7,2.9,0.249,5,reviewed,us,us
2019-12-23T08:24:04.706Z,-20.9011,-178.7301,600.1,4.7,mb,,94,4.368,1.11,us,us70006q3r,2019-12-23T08:53:29.040Z,"27km S of Ndoi Island, Fiji",earthquake,12.2,7.2,0.034,259,reviewed,us,us
2019-12-23T06:33:40.803Z,11.532,141.7007,46.62,5.8,mww,,30,5.423,0.8,us,us70006q2n,2020-01-11T06:43:54.364Z,"234km NNE of Fais, Micronesia",earthquake,9,5.3,0.059,28,reviewed,us,us
2019-12-23T01:06:46.761Z,-10.5827,165.626,103.3,4.5,mb,,68,5.073,0.83,us,us70006q0q,2020-01-13T01:47:17.040Z,"27km WNW of Lata, Solomon Islands",earthquake,11.7,6.9,0.09,36,reviewed,us,us
2019-12-22T21:30:17.722Z,18.7791,145.6352,207.5,4.9,mb,,60,3.521,0.92,us,us70006py8,2019-12-22T21:48:05.040Z,"3km WNW of Agrihan, Northern Mariana Islands",earthquake,5.9,6.8,0.033,286,reviewed,us,us
2019-12-22T16:49:26.455Z,-20.0608,-173.451,10,5.2,mww,,74,3.464,1.4,us,us70006pvd,2019-12-23T16:59:01.040Z,"98km ESE of Pangai, Tonga",earthquake,9.4,1.8,0.08,15,reviewed,us,us
2019-12-22T14:19:42.760Z,-15.2337,-173.7414,124.76,4.6,mb,,81,2.313,0.86,us,us70006x27,2020-01-12T15:21:55.040Z,"79km N of Hihifo, Tonga",earthquake,10.1,6.9,0.084,42,reviewed,us,us
2019-12-22T13:58:13.343Z,-52.8652,11.7804,10,4.6,mb,,62,19.947,1.15,us,us70006x26,2020-01-12T14:39:47.040Z,"Southwest of Africa",earthquake,13.5,1.9,0.133,17,reviewed,us,us
2019-12-22T13:18:37.812Z,55.8559,162.3498,21.93,4.5,mb,,104,3.566,0.64,us,us70006pty,2020-01-09T18:16:15.040Z,"42km S of Ust'-Kamchatsk Staryy, Russia",earthquake,7.8,5.4,0.043,157,reviewed,us,us
2019-12-22T13:07:42.002Z,54.5074,160.1167,97.4,4.6,mb,,119,1.723,0.58,us,us70006ptv,2020-01-09T18:12:59.040Z,"182km SSE of Esso, Russia",earthquake,9.3,6.5,0.033,277,reviewed,us,us
2019-12-22T12:33:44.375Z,38.9934,140.8078,10,4.6,mb,,127,2.215,0.53,us,us70006ptd,2020-01-12T09:33:23.040Z,"29km WNW of Ichinoseki, Japan",earthquake,6.3,1.5,0.077,50,reviewed,us,us
2019-12-22T12:28:17.523Z,-6.2974,103.7581,35,4.5,mb,,130,2.083,0.64,us,us70006pte,2020-01-12T09:20:03.040Z,"111km SSW of Biha, Indonesia",earthquake,11.3,2,0.122,20,reviewed,us,us
2019-12-22T11:27:29.366Z,32.5445,48.9049,10,4.9,mww,,61,1.554,0.77,us,us70006pss,2020-01-12T08:56:00.937Z,"50km ENE of Dezful, Iran",earthquake,4.9,1.8,0.11,8,reviewed,us,us
2019-12-22T07:39:38.175Z,6.6458,125.1503,10,4.8,mb,,92,0.598,0.67,us,us70006pqz,2019-12-22T08:28:40.040Z,"10km WNW of Kiblawan, Philippines",earthquake,6.5,1.5,0.102,30,reviewed,us,us
2019-12-22T04:56:44.041Z,29.2462,142.1406,18.04,4.7,mb,,139,2.142,0.49,us,us70006pqe,2019-12-22T05:16:13.040Z,"239km N of Chichi-shima, Japan",earthquake,8.9,5.2,0.108,26,reviewed,us,us
2019-12-22T04:44:39.193Z,31.5627,131.7912,51.73,4.5,mb,,193,1.144,0.68,us,us70006x1v,2020-01-10T06:07:48.040Z,"40km E of Nichinan, Japan",earthquake,7.5,5.6,0.135,16,reviewed,us,us
2019-12-22T03:23:14.959Z,6.7602,125.2514,21.77,4.8,mb,,79,0.447,0.96,us,us70006ppd,2019-12-22T03:39:41.040Z,"0km NE of Sinawilan, Philippines",earthquake,4.2,6.3,0.091,37,reviewed,us,us
2019-12-22T02:21:51.586Z,-1.3495,69.5032,10,4.9,mb,,72,3.941,0.89,us,us70006pp0,2019-12-22T02:55:14.040Z,"Carlsberg Ridge",earthquake,9.2,1.8,0.091,38,reviewed,us,us
2019-12-21T22:52:36.872Z,56.3301,-152.1144,5,5,mww,,,,0.96,ak,ak019gbh6yuk,2020-01-12T23:02:39.363Z,"137km S of Kodiak Station, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2019-12-21T22:52:11.183Z,56.2084,-152.01,8.1,4.5,ml,,,,0.88,ak,ak019gbh6wx5,2020-01-10T23:42:30.040Z,"157km S of Kodiak Station, Alaska",earthquake,,5.3,,,reviewed,ak,ak
2019-12-21T21:43:19.104Z,32.361,142.4477,10,4.7,mb,,130,2.343,0.57,us,us70006pld,2020-01-10T05:48:43.040Z,"260km ESE of Hachijo-jima, Japan",earthquake,4.7,1.8,0.092,36,reviewed,us,us
2019-12-21T21:26:52.117Z,6.5285,125.2771,13.03,4.9,mb,,87,0.615,0.74,us,us70006pkn,2020-01-10T05:16:19.040Z,"10km SW of Sulop, Philippines",earthquake,5.3,2.5,0.067,73,reviewed,us,us
2019-12-21T21:26:01.389Z,-29.9781,-177.5151,35,4.6,mb,,187,0.814,0.93,us,us70006x1j,2020-01-11T03:26:33.040Z,"87km SSE of Raoul Island, New Zealand",earthquake,11.3,1.9,0.164,11,reviewed,us,us
2019-12-21T21:16:20.969Z,45.7841,-27.5599,10,4.8,mb,,67,8.156,0.52,us,us70006pl3,2020-01-10T04:52:23.040Z,"Northern Mid-Atlantic Ridge",earthquake,7.5,1.5,0.066,72,reviewed,us,us
2019-12-21T20:34:49.129Z,-56.9703,-67.3383,10,5.2,mb,,96,2.049,0.65,us,us70006pjv,2020-01-10T03:25:49.040Z,"249km SSE of Ushuaia, Argentina",earthquake,7.8,1.7,0.066,75,reviewed,us,us
2019-12-21T19:04:37.633Z,-6.0566,147.2141,55.18,4.5,mb,,63,3.326,0.88,us,us70006pi1,2020-01-08T00:17:25.040Z,"77km NNE of Lae, Papua New Guinea",earthquake,6.1,8.5,0.104,27,reviewed,us,us
2019-12-21T17:47:27.598Z,13.1128,-88.7462,75.25,4.5,mb,,164,1.411,0.82,us,us70006ph7,2019-12-24T15:17:35.040Z,"28km SW of Puerto El Triunfo, El Salvador",earthquake,6.3,9.8,0.053,113,reviewed,us,us
2019-12-21T15:43:01.173Z,-29.6261,-177.1484,10,4.8,mb,,131,0.779,0.88,us,us70006pfq,2019-12-21T16:10:15.040Z,"83km ESE of Raoul Island, New Zealand",earthquake,9.9,1.9,0.139,16,reviewed,us,us
2019-12-21T11:25:28.222Z,-5.1051,134.0089,10,4.5,mb,,77,2.792,1.02,us,us70006pen,2019-12-21T11:51:38.040Z,"76km NNW of Dobo, Indonesia",earthquake,8.5,1.9,0.11,24,reviewed,us,us
2019-12-21T11:16:00.172Z,-3.0573,150.2689,10,4.5,mb,,192,2.201,0.66,us,us70006pek,2019-12-21T11:35:32.040Z,"79km SW of Kavieng, Papua New Guinea",earthquake,7.4,2,0.131,17,reviewed,us,us
2019-12-21T08:14:42.349Z,-3.4013,146.3353,10,4.6,mb,,114,1.697,1.07,us,us70006x0x,2020-01-12T08:20:50.040Z,"184km SW of Lorengau, Papua New Guinea",earthquake,9.6,1.9,0.12,21,reviewed,us,us
2019-12-21T06:17:57.909Z,-3.2336,139.626,44.75,4.7,mb,,55,7.373,0.63,us,us70006pcr,2020-01-12T08:05:55.040Z,"125km WSW of Abepura, Indonesia",earthquake,5.1,8.1,0.104,28,reviewed,us,us
2019-12-21T05:10:13.663Z,-3.2776,146.2264,10,4.6,mb,,126,1.673,0.47,us,us70006pcd,2020-01-12T07:57:31.040Z,"180km SW of Lorengau, Papua New Guinea",earthquake,9,1.9,0.1,30,reviewed,us,us
2019-12-21T04:30:38.594Z,-4.1269,152.909,35,4.5,mb,,118,0.746,1.15,us,us70006x0l,2020-01-10T04:41:47.040Z,"40km NNW of Taron, Papua New Guinea",earthquake,8.5,1.9,0.18,9,reviewed,us,us
2019-12-21T04:29:08.162Z,-17.8552,-177.9476,436.6,4.5,mb,,121,3.812,0.97,us,us70006x0m,2020-01-10T04:30:50.040Z,"Fiji region",earthquake,12.9,7.2,0.109,25,reviewed,us,us
2019-12-21T04:17:58.706Z,-17.6535,-174.6947,156.04,4.9,mb,,52,4.663,0.76,us,us70006pc0,2019-12-21T04:36:10.040Z,"133km NW of Neiafu, Tonga",earthquake,10.1,7,0.033,280,reviewed,us,us
2019-12-21T03:00:19.444Z,38.9246,142.2219,60,4.6,mb,,156,3.168,0.47,us,us70006x0g,2020-01-10T03:44:39.040Z,"46km ESE of Ofunato, Japan",earthquake,10.3,9.2,0.182,9,reviewed,us,us
2019-12-21T02:33:14.676Z,-31.3056,-13.4846,10,5.1,mb,,79,16.831,0.76,us,us70006pba,2019-12-21T02:49:58.040Z,"Southern Mid-Atlantic Ridge",earthquake,12.4,1.9,0.08,51,reviewed,us,us
2019-12-21T02:25:43.917Z,-31.2011,-13.3377,10,5,mb,,79,30.318,0.51,us,us70006pb7,2019-12-21T02:42:23.040Z,"Southern Mid-Atlantic Ridge",earthquake,13,1.9,0.081,48,reviewed,us,us
